年份,试卷文件,题型板块,题号,题目文本,匹配题型ID,匹配题型名称,所属专题,所属章节,难度等级,匹配分数,备选题型
2024,2024年重庆中考数学模拟试题.docx,三、解答题,20,学习了特殊平行四边形的相关知识后，小唯进行深入探究，计划在已知矩形中构造出一个菱形，她的解决思路是通过作角相等和线段相等得到想要的菱形．请根据她的思路完成以下作图与填空：用直尺和圆规，作与相等，E为上的点，再作，点F在上．（只保留作图痕迹） 已知：如图，四边形是矩形，是对角线，，，求证：四边形是菱形． 证明：证明：∵四边形是矩形， ∴， ∴． ∵， ∴①__________， ∴． ∵， ∴②__________． 由矩形的性质可知， ∴， ∴， ∴③__________， ∴四边形是平行四边形． ∵④__________， ∴平行四边形是菱形．,264,菱形的判定,几何,第七章 平行四边形,lv2,155,菱形的性质(91) | 矩形的性质(83) | 平行四边形的性质(56)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,21,科学研究表明，可以利用体重G（单位：千克）和身高h（单位：米）计算人体的健康水平，计算公式是．BMI：国际上常用的身体质量指数为瘦弱（不健康）；为偏瘦；为正常；为偏胖；为肥胖（不健康）．李亮为了解自己所在公司职员的身体健康状况，在公司内随机抽取男女职员各20人，通过测量得到他们的体重G（单位：千克）和身高h（单位：米）的数据，然后计算得到每位职员的BMI数值，部分数据记录如下： 女职员身体属性为正常的BMI值： ，19，，，19，21，，，19，20 男职员BMI值： 21，29.1，16.5，24.5，29.4，25，28，27，24.5，28.3，17.8 男女职员BMI值统计表 请你根据图表中信息完成下列问题： (1)上述图表中_________，_________，_________； (2)若该公司共有职员3000人，其中男女比例为，估计有多少人属于肥胖人群； (3)综合上表中的统计量，你认为该公司哪个性别的职员身体素质较好（身体质量指数越接近正常值表示身体素质越好）？并给身体素质较差的职员提一些合理的建议．,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,30,对有理数进行分类(23) | 无理数的估算(21) | 统计图的选择(18)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,22,2023年，马面裙作为汉服品类下热度最高的单品，在2024年春节里成为了火爆的“新年战袍”．在2024年1月份，某店销量最高的A，B两款马面裙的售价分别为150元/件和200元/件，两款马面裙的总销量为900件，销售总额为159000元． (1)求1月份该店两款马面裙的销量分别为多少？ (2)该店决定从2月1日起推出“喜迎佳节”优惠活动．2月份，每件A款马面裙的售价与1月份相同，销量在1月份基础上增加了件；每件B款马面裙的售价在1月份的基础上降价元，销量比1月份增加了件．据统计，该店在2月份的销售总额比1月份的销售总额增加190a元，求a的值,188,增长率问题,代数,第十一章 一元二次方程,lv2,23,销售问题(23) | 利润问题(23) | 利润问题(23)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,23,如图，在等腰中，，是边上的中线，动点E以每秒1个单位长度的速度沿折线方向运动，当点E运动到点A时停止运动，连接．设运动时间为t秒，的面积为y． (1)请直接写出y关于t的函数表达式并注明自变量的取值范围； (2)在给定的平面直角坐标系中画出这个函数的图像，并写出该函数的一条性质； (3)结合函数图像，写出的面积不小于3时t的取值范围．,331,一次函数图象和性质,函数,第二章 一次函数的性质和图象,lv2,139,二次函数图象判断(131) | 反比例函数的图象性质(131) | 求自变量的取值范围(119)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,24,如图，小琳和几个同学相约周末到公园游玩，他们计划在入口A处集合后，先去位于人口A西南方向的中央广场B，然后去位于中央广场B南偏西方向的雕塑园C，最后再去桂花山茶园D，已知桂花山茶园位于雕塑园C的正东方向，入口A的正南方向，米，米．（参考数据：，结果精确到个位） (1)求中央广场B到路线的距离； (2)小言因有事耽误晚到了15分钟，计划沿着路线与小琳他们在桂花山茶园D处会合，若小琳他们行走的平均速度为50米/分钟，小言行走的平均速度为70米/分钟，请计算说明小言能否赶在小琳他们之前到达桂花山茶园．,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,11,频数和频率的计算(11) | 实数的简单计算(10) | 有理数加减计算(10)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,25,如图，抛物线交x轴于两点，交y轴于点C，抛物线对称轴交直线于点D，P为x轴下方抛物线上一点． (1)求抛物线的表达式； (2)当点P在直线下方的抛物线上时，连接，求面积的最大值及此时点P的坐标； (3)直线分别交对称轴于点M，N，当点M，N均在点D的下方时，是否为定值？若是，请求出该定值；若不是，请说明理由．,347,求二次函数的解析式,函数,第三章 二次函数,lv2,155,二次函数图象和性质判断(71) | 判断轴对称图形(51)
2024,2024年重庆中考数学模拟试题.docx,三、解答题,26,在等腰中，，，点D为平面内一动点，连接，将绕点A逆时针旋转得到，连接，，． (1)如图①，点D在上，F是的中点，连接，若，求的长； (2)如图②，点D在内部，M是的中点，连接，猜想线段，之间存在的数量关和位置关系，并证明你的猜想； (3)如图③，点D在上方，点E在内部，连接并延长交于点N，若，，当线段取得最小值时，请直接写出的面积．,274,图形旋转的性质,几何,第八章 旋转,lv2,29,等腰三角形的分类讨论问题(23) | 正数、负数和0(23) | 数轴的概念(23)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,1,下列四个实数中，是无理数的是（    ） A．	B．0	C．	D．0.1010010001,65,判断无理数,代数,第四章 实数,lv1,48,无理数的估算(23) | 有理数和无理数的关系(23) | 实数的简单计算(23)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,2,下列四个图形中，是轴对称图形的是（　　） A．	B．	C．	D．,241,判断轴对称图形,几何,第五章 轴对称,lv1,51,轴对称的应用(36) | 点的对称规律(15)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,3,若反比例函数的图象经过点，则k的值为（    ） A．3	B．	C．	D．－3,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 反比例函数和一次函数图象判断问题(19)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,4,如果两个相似三角形的面积比是，那么它们的相似比是（    ） A．	B．	C．	D．,288,平行线分线段成比例,几何,第十章 相似三角形,lv2,63,"""8""字相似(63) | A字相似(63) | 位似(29)"
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,5,如图，直线AB，CD被直线CE所截，，，则的度数为（    ） A．	B．	C．	D．,280,直线和圆的位置关系,几何,第九章 圆,lv2,33,
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,6,估计的值应在（    ） A．2和3之间	B．3和4之间	C．4和5之间	D．5和6之间,66,无理数的估算,代数,第四章 实数,lv2,21,
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,7,按照如图所示的方法铺设黑、白两色的小正方形地砖，第1个图案中有1块黑色小正方形地砖，第2个图案中有5块黑色小正方形地砖，第3个图案中有13块黑色小正方形地砖，…，则第9个图案中黑色小正方形地砖的块数是（　　） A．85块	B．113块	C．145块	D．181块,265,正方形的性质,几何,第七章 平行四边形,lv2,47,正方形的判定(47) | 数图排列规律(23) | 无理数的估算(11)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,8,如图，在中，，是的外接圆，过点A作的切线，交的延长线于点P，交于点D，若，则的面积为（　　） A．	B．	C．	D．,278,圆内接四边形,几何,第九章 圆,lv2,31,直线和圆的位置关系(31) | 与切线有关辅助线(23) | 等面积法(17)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,9,如图，在正方形中，E为边上靠近点B的三等分点，将线段绕点A逆时针旋转得到线段，使得，连接和，令，则为（   ） A．	B．	C．	D．,265,正方形的性质,几何,第七章 平行四边形,lv2,47,正方形的判定(47) | 图形旋转的性质(29)
2024,2024年重庆中考数学模拟预测卷（三）.docx,一、单选题,10,对于多项式：，我们用任意两个多项式求差后所得的结果，再与剩余两个多项式的差作减法运算，并算出结果，称之为“双减操作”例如：，，， 给出下列说法： ①  为任意整数时，所有“双减操作”的结果都能被2整除； ②至少存在一种“双减操作”，使其结果为； ③所有的“双减操作”共有5种不同的结果． 以上说法中正确的有（    ） A．3个	B．2个	C．1个	D．0个,36,定义新运算,代数,第二章 整式及其加减计算,lv2,47,整式的概念(35) | 整式的加减(35)
2024,2024年重庆中考数学模拟预测卷（三）.docx,二、填空题,11,计算：_________________．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2024,2024年重庆中考数学模拟预测卷（三）.docx,二、填空题,12,若一个多边形的内角和是其外角和的3倍，则这个多边形的边数是______．,215,三角形中的角度计算,几何,第三章 三角形,lv2,215,
2024,2024年重庆中考数学模拟预测卷（三）.docx,二、填空题,13,在一个不透明的纸箱里装有2个红球、1个黄球、1个蓝球，这些球除颜色外完全相同，小明从纸箱里随机摸出1个球，记下颜色后放回，再由小亮随机摸出1个球，则两人摸到的球颜色不同的概率为______,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2024,2024年重庆中考数学模拟预测卷（三）.docx,二、填空题,14,电动自行车已成为市民日常出行的首选工具．据某市品牌电动自行车经销商2017年1月至3月的统计，该品牌电动自行车1月份销售150辆，3月份销售216辆．若设该品牌电动车销售量的月平均增长率为x，则根据题意可列方程为__________________．,188,增长率问题,代数,第十一章 一元二次方程,lv2,95,和、差、倍、分问题(35) | 一元一次方程的有关概念(35) | 销售问题(23)
